UID,Category,Sub_Cat,Gov_Pvt,Facility,Admin 3,Admin 2,Admin 1,Latitude,Longitude,Facility Type
39-fac2,Medical Stores,Medical Services,Private,Jinnahabad Medical Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.18758865,73.23877518,x
40-fac2,Medical Stores,Medical Services,Private,Medical Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19707927,73.24534772,x
41-fac2,Medical Stores,Medical Services,Private,Al-Sadaat Medical Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.12804103,73.34312619,x
42-fac2,Medical Stores,Medical Services,Private,Al-Shams Medical Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.0279814,73.10899746,x
43-fac2,Maternity Home,Medical Services,Private,Noor-Ul-Huda Medical Centre & Maternity Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,33.98280245,73.39964477,x
44-fac2,Medical Stores,Medical Services,Private,Shahid Medical Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,33.96699368,73.38938022,x
45-fac2,Medical Stores,Medical Services,Private,Abbasi Medical Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,33.96560801,73.38870064,x
46-fac2,General Physician,Clinic,Private,Khalida Parveen Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.30535133,73.31349756,x
47-fac2,General Physician,Clinic,Private,Sakina Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.29045146,73.30549022,x
48-fac2,Routine Test Laboratories,Medical Services,Private,Islamabad Clinic & Lab,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.06358852,73.49014658,x
49-fac2,General Physician,Clinic,Private,Al-Shifa Family Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.0536298,73.49120008,x
50-fac2,Homeopathic,Clinic,Private,Al-Noor Homeopathic Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.0462867,73.49290451,x
51-fac2,General Physician,Clinic,Private,Shama Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05779963,73.35241476,x
52-fac2,General Physician,Clinic,Private,Jadoon Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.11737064,73.35726963,x
53-fac2,General Physician,Clinic,Private,Al-Shifa Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.12849906,73.3469461,x
54-fac2,General Physician,Clinic,Private,Saima Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.16443085,73.2522525,x
55-fac2,General Physician,Clinic,Private,Siqa Bano Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.16478174,73.25297389,x
56-fac2,General Physician,Clinic,Private,Lady Dr Nadia Haroon Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.1574377,73.2384817,x
57-fac2,Dental Clinic,Clinic,Private,Dental Hygiene Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.15711159,73.23832464,x
58-fac2,General Physician,Clinic,Private,Al-Adam Medical Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.16569098,73.23091346,x
59-fac2,General Physician,Clinic,Private,Dr Mohammad Aslam Khan Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.16952031,73.22529798,x
60-fac2,General Physician,Clinic,Private,No Tension Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.17820079,73.2283601,x
61-fac2,Veterinary,Clinic,Private,Veterinary Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19360812,73.23593425,x
62-fac2,Specialist,Clinic,Private,Five Mart Beauty Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19321493,73.23498145,x
63-fac2,General Physician,Clinic,Private,Professor Dr Alam Zaib Manan Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19594839,73.23602831,x
64-fac2,General Physician,Clinic,Private,Dr Tahir Haroon Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.1966268,73.23669891,x
65-fac2,General Physician,Clinic,Private,Al-Sami Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19864987,73.23749021,x
66-fac2,General Physician,Clinic,Private,Qazi Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19915304,73.23779853,x
67-fac2,General Physician,Clinic,Private,Doctor Sardar Ayub Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20047697,73.23776608,x
68-fac2,General Physician,Clinic,Private,Dr Irum Sarwar Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20247513,73.23888856,x
69-fac2,General Physician,Clinic,Private,Professor Surgeon Zia-Ul-Rehman Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20289289,73.23911781,x
70-fac2,General Physician,Clinic,Private,Dr. Abdul Islam Arif Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20396995,73.23951652,x
71-fac2,General Physician,Clinic,Private,Clinic Al-Bukhari,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20342428,73.23932801,x
72-fac2,General Physician,Clinic,Private,Faisal Hassan Awan Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20403417,73.23951332,x
73-fac2,General Physician,Clinic,Private,Sabina Khattak Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20645994,73.24072256,x
74-fac2,General Physician,Clinic,Private,Raqiya Sultania Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.1996469,73.23780761,x
75-fac2,Homeopathic,Clinic,Private,Yousaf Homeo Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19955433,73.23722542,x
76-fac2,General Physician,Clinic,Private,Dr Mehmood Faizani Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19975554,73.23741032,x
77-fac2,Diagnostic Centre,Medical Services,Private,Nayab Ultrasound Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20284244,73.23909651,x
78-fac2,Optics,Medical Services,Private,Eye Surgeon Professor Dr Jafar Khan Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20268043,73.23911045,x
79-fac2,General Physician,Clinic,Private,Dr Saqib Malik Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20286265,73.23946133,x
80-fac2,General Physician,Clinic,Private,Mufti Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20735959,73.23964435,x
81-fac2,Homeopathic,Clinic,Private,Babar Homeo Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20773384,73.24051955,x
82-fac2,General Physician,Clinic,Private,Dr Syed Tahir Hussain Shah Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14525642,73.21824927,x
83-fac2,General Physician,Clinic,Private,Dr Mohammad Ali Raza Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.1442342,73.21496459,x
84-fac2,General Physician,Clinic,Private,Dr Sher Afzal Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14407712,73.21481057,x
85-fac2,General Physician,Clinic,Private,Al-Rehman Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14187944,73.21389378,x
86-fac2,General Physician,Clinic,Private,Sajjad Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.13164786,73.20059869,x
87-fac2,General Physician,Clinic,Private,Carry Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14679052,73.2095563,x
88-fac2,General Physician,Clinic,Private,Dr Riaz Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14844879,73.21178687,x
89-fac2,Homeopathic,Clinic,Private,Ishfaq Homeopathic Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14497097,73.21758911,x
90-fac2,Homeopathic,Clinic,Private,Al-Huda Homeopathic Clinic & Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14487273,73.21738424,x
91-fac2,General Physician,Clinic,Private,Dr Shehzad Iqbal Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.1447496,73.2164526,x
92-fac2,General Physician,Clinic,Private,Dr Bushra Khan Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14687471,73.22147466,x
93-fac2,General Physician,Clinic,Private,Dr Syed Qasim Mehmood Shah Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14642822,73.22142716,x
94-fac2,General Physician,Clinic,Private,Naveed Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14625567,73.22121366,x
95-fac2,General Physician,Clinic,Private,Ahsan Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05504052,73.14983003,x
96-fac2,General Physician,Clinic,Private,Dr. Habib-Ullah Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05344654,73.15345064,x
97-fac2,General Physician,Clinic,Private,Khan Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05332103,73.15713743,x
98-fac2,General Physician,Clinic,Private,Family Health Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05001892,73.14060516,x
99-fac2,General Physician,Clinic,Private,Seema Akbar Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.03890468,73.1212232,x
100-fac2,Homeopathic,Clinic,Private,Al-Kausar Homeo Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.23087653,73.24048759,x
101-fac2,General Hospitals,Medical Facilities,Private,Sarwar Surgical & General Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05392025,73.14589453,x
102-fac2,General Hospitals,Medical Facilities,Private,Al-Maryam Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05579511,73.15280595,x
103-fac2,General Hospitals,Medical Facilities,Private,Abbasi Hospital Nummal,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.1917858,73.47950187,x
104-fac2,General Hospitals,Medical Facilities,Private,Abbasi Hospital Tarch,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.2342864,73.47588368,x
105-fac2,General Hospitals,Medical Facilities,Private,Reyala Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.21299683,73.38586011,x
106-fac2,General Hospitals,Medical Facilities,Private,Bakh Christian Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.2640009,73.23593736,x
107-fac2,General Hospitals,Medical Facilities,Private,Madina Tu Shifa Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.26348565,73.23580791,x
108-fac2,General Hospitals,Medical Facilities,Private,Iqbal General Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.27041576,73.23574281,x
109-fac2,Maternity Home,Medical Services,Private,Fareed Hospital And Maternity Home,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05358633,73.15740031,x
110-fac2,General Hospitals,Medical Facilities,Private,Ehsun Hospital And Surgical Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.2059985,73.24044544,x
111-fac2,General Physician,Clinic,Private,Jadon Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.11858618,73.35079733,x
112-fac2,Clinical Laboratories,Medical Services,Private,Clinical Laboratories Aga Khan,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20483536,73.2398272,x
113-fac2,General Hospitals,Medical Facilities,Private,Citi Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,33.96954306,73.38899118,x
114-fac2,General Physician,Clinic,Private,Musarat Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14903543,73.21972624,x
115-fac2,General Physician,Clinic,Private,Dr Sohail Malik Clinic,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14727782,73.22266323,x
116-fac2,Medical Stores,Medical Services,Private,Nazakat Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.2501796,73.23745842,x
117-fac2,Medical Stores,Medical Services,Private,Qureshi Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.26525295,73.23646682,x
118-fac2,Medical Stores,Medical Services,Private,Waqas Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.26479512,73.23570874,x
119-fac2,Medical Stores,Medical Services,Private,Frontier Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.2644814,73.23579366,x
120-fac2,Medical Stores,Medical Services,Private,Khan Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20574047,73.24016102,x
121-fac2,Medical Stores,Medical Services,Private,Fair Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20592664,73.24023636,x
122-fac2,Medical Stores,Medical Services,Private,Hashmat Latif Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20345744,73.23927532,x
123-fac2,Medical Stores,Medical Services,Private,Allai Batagram Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20335055,73.23921902,x
124-fac2,Medical Stores,Medical Services,Private,Qureshi Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20339358,73.23923379,x
125-fac2,Medical Stores,Medical Services,Private,Wasim Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20324922,73.2391529,x
126-fac2,Medical Stores,Medical Services,Private,Mehr Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20320643,73.23914264,x
127-fac2,Medical Stores,Medical Services,Private,The Lite Medical & Orthopedic Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.2031456,73.23912251,x
128-fac2,Medical Stores,Medical Services,Private,Rasheed Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20282366,73.23901471,x
129-fac2,Medical Stores,Medical Services,Private,Shahwani Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20297929,73.23906992,x
130-fac2,Medical Stores,Medical Services,Private,Balakot Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19614155,73.23656796,x
131-fac2,Medical Stores,Medical Services,Private,Azam Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19634252,73.23661219,x
132-fac2,Medical Stores,Medical Services,Private,Al-Shifa Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.19351167,73.23506097,x
133-fac2,Medical Stores,Medical Services,Private,Venus Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.15800119,73.253709,x
134-fac2,Medical Stores,Medical Services,Private,Ahmed Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.15754808,73.24094736,x
135-fac2,Medical Stores,Medical Services,Private,Tahir Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.15698551,73.23609648,x
136-fac2,Medical Stores,Medical Services,Private,Qureshi Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14808962,73.21199738,x
137-fac2,Medical Stores,Medical Services,Private,Abbasi Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14644626,73.21569362,x
138-fac2,Medical Stores,Medical Services,Private,Saeed Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.1460433,73.21549415,x
139-fac2,Medical Stores,Medical Services,Private,Rajput Brothers Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14576472,73.21542755,x
140-fac2,Medical Stores,Medical Services,Private,Khurram Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14499353,73.21544574,x
141-fac2,Medical Stores,Medical Services,Private,Ali Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.07110378,73.49103538,x
142-fac2,Medical Stores,Medical Services,Private,Naseem Health Care Centre,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14481795,73.21798617,x
143-fac2,Medical Stores,Medical Services,Private,Medical Store Birote,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.04379066,73.49269694,x
144-fac2,Medical Stores,Medical Services,Private,Friends Medical Store,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.0436502,73.49272216,x
145-fac2,General Hospitals,Medical Facilities,Private,Roohi Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14521457,73.21881347,x
146-fac2,Basic Health Unit,Bhu,Government,Dhamtour,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.13852618,73.28022196,Bhu
147-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Khanispur (Ayubai),Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.02176557,73.41661077,x
148-fac2,General Hospitals,Medical Facilities,Government,Pma Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.18798934,73.26042712,x
149-fac2,Basic Health Unit,Bhu,Government,Ziarat Masoom,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,33.9745396,73.33671826,Bhu
150-fac2,Basic Health Unit,Bhu,Government,Sheikhul Bandi,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14963298,73.23565955,Bhu
151-fac2,District Headquarter Hospital,Dhq,Government,Benazir Bhutto Shaheed Teaching Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14569331,73.22158852,x
152-fac2,Children Hospital,Medical Facilities,Government,Women & Children's Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14593134,73.21478177,x
153-fac2,General Hospitals,Medical Facilities,Government,Cmh Abbottabad,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.15937206,73.22211713,x
154-fac2,General Hospitals,Medical Facilities,Government,City General Hospital Abbottabad,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20024293,73.23770985,x
155-fac2,General Hospitals,Medical Facilities,Government,Ayub Teaching Hospital Abbottabad,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.2038946,73.23802721,x
156-fac2,Children Hospital,Medical Facilities,Government,Women & Children's Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20550875,73.23897753,x
157-fac2,General Hospitals,Medical Facilities,Government,Institute Of Nuclear Medical Oncology & Radiotherapy,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20637371,73.23876346,x
158-fac2,Basic Health Unit,Bhu,Government,Pando Thana,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.21714751,73.14911994,Bhu
159-fac2,Basic Health Unit,Bhu,Government,Herlain,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.15039634,73.30957307,Bhu
160-fac2,General Hospitals,Medical Facilities,Government,Genral Hospital Abbottabad,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14011,73.35150976,x
161-fac2,Basic Health Unit,Bhu,Government,Phal Kot,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14877665,73.37470406,Bhu
162-fac2,General Hospitals,Medical Facilities,Government,Pof Hospital,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.03640115,73.11409839,x
163-fac2,General Hospitals,Medical Facilities,Government,Cmh Family Wing,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.15845402,73.21958714,x
164-fac2,Dispensary,Medical Facilities,Government,Dispensary,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.22295663,73.24235931,x
165-fac2,Dispensary,Medical Facilities,Government,Cantt Board Dispensary,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14846181,73.21585106,x
166-fac2,Basic Health Unit,Bhu,Government,Dalola,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.35663745,73.39356827,Bhu
167-fac2,Dispensary,Medical Facilities,Government,Dispensary Began,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.30148297,73.38251736,x
168-fac2,Dispensary,Medical Facilities,Government,Dispensary Plair,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.27819942,73.47666833,x
169-fac2,Basic Health Unit,Bhu,Government,Kokmang,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.26873986,73.45767351,Bhu
170-fac2,Basic Health Unit,Bhu,Government,Salool Bandi,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.26067399,73.43236718,Bhu
171-fac2,Basic Health Unit,Bhu,Government,Pattan Kalan,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.25822474,73.44759005,Bhu
172-fac2,Dispensary,Medical Facilities,Government,Civil Dispensary Lakhala,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.17904779,73.00875755,x
173-fac2,Basic Health Unit,Bhu,Government,Kangar Bala,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.21280583,73.02165792,Bhu
174-fac2,Dispensary,Medical Facilities,Government,Dispensary Jarral,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.14966723,73.04756692,x
175-fac2,Basic Health Unit,Bhu,Government,Takhti Ahmad Khan,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.24731187,73.04785621,Bhu
176-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Sherwan,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.20339385,73.06834514,x
177-fac2,Basic Health Unit,Bhu,Government,Nagri Bala,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.04714365,73.34689774,Bhu
178-fac2,General Hospitals,Medical Facilities,Government,Civil Hospital Nathia Gali,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.07152492,73.38222987,x
179-fac2,Dispensary,Medical Facilities,Government,Essi Dispensary Havelian,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.05430779,73.14903971,x
180-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital Tarnawai,Abbottabad,Abbottabad,Khyber Pakhtunkhwa,34.27122766,73.29616904,x
