ID,Admin 1,Province PCode,Admin 2,District PCode,Admin 3,Tehsil PCode,Facility,Health Facility Code,Type,,
4528,Balochistan,4,Sibi,4531,Lehri,453001,Kach Allah wah,453039,CD,,
4527,Balochistan,4,Sibi,4531,Lehri,453001,Tehri Abdul Rehman,453093,BHU,,
4526,Balochistan,4,Sibi,4531,Lehri,453001,Railo Mian Khan,453090,BHU,,
4525,Balochistan,4,Sibi,4531,Sibi,453002,Talli,453037,RHC,,
4524,Balochistan,4,Sibi,4531,Sibi,453002,MCH Talli,453054,MCH,,
4523,Balochistan,4,Sibi,4531,Sibi,453002,Mengal gola,453032,CD,,
4521,Balochistan,4,Sibi,4531,Sibi,453002,TB Clinic,453118,TB Clinic,,
4522,Balochistan,4,Sibi,4531,Sibi,453002,Sultan Kot,453021,BHU,,
4519,Balochistan,4,Sibi,4531,Sibi,453002,MCH Sibi,453052,MCH,,
4520,Balochistan,4,Sibi,4531,Sibi,453002,School Health Services,453043,SHS,,
4518,Balochistan,4,Sibi,4531,Sibi,453002,DHQ Hospital,453046,DHQH,,
4517,Balochistan,4,Sibi,4531,Sibi,453002,Pir Ismail Shah,453036,CD,,
4516,Balochistan,4,Sibi,4531,Sibi,453002,Sangan,453035,CD,,
4514,Balochistan,4,Sibi,4531,Sibi,453002,Kutt,453029,CD,,
4515,Balochistan,4,Sibi,4531,Sibi,453002,Mundai,453019,CD,,
4513,Balochistan,4,Sibi,4531,Sibi,453002,Badra,453003,BHU,,
4512,Balochistan,4,Sibi,4531,Sibi,453002,Ghulam Nabi Safi,453038,CD,,
4511,Balochistan,4,Sibi,4531,Sibi,453002,Marghzani,453030,CD,,
4510,Balochistan,4,Sibi,4531,Sibi,453002,Bostanzai,453006,BHU,,
4509,Balochistan,4,Sibi,4531,Sibi,453002,Dehpal Kolan,453008,BHU,,
4508,Balochistan,4,Sibi,4531,Sibi,453002,Bakhra,453004,BHU,,
4507,Balochistan,4,Sibi,4531,Sibi,453002,Hanbi,453024,CD,,
4505,Balochistan,4,Sibi,4531,Sibi,453002,Mall Gorgage,453018,BHU,,
4506,Balochistan,4,Sibi,4531,Sibi,453002,Mall Hara,453017,CD,,
4503,Balochistan,4,Sibi,4531,Sibi,453002,Chandia,453007,BHU,,
4504,Balochistan,4,Sibi,4531,Sibi,453002,Mall Gishkori,453016,BHU,,
4501,Balochistan,4,Sibi,4531,Sibi,453002,MCH Kurrak,453050,MCH,,
4502,Balochistan,4,Sibi,4531,Lehri,453001,Lehri,453056,RHC,,
4499,Balochistan,4,Sibi,4531,Sibi,453002,MCH Khajjak,453051,MCH,,
4500,Balochistan,4,Sibi,4531,Sibi,453002,Luni,453055,RHC,,
4498,Balochistan,4,Sibi,4531,Sibi,453002,Gloo shehr,453023,CD,,
4496,Balochistan,4,Sibi,4531,Sibi,453002,Kurrak,453015,BHU,,
4497,Balochistan,4,Sibi,4531,Sibi,453002,Khajjak,453026,BHU,,
4495,Balochistan,4,Sibi,4531,Lehri,453001,Khairwah,453084,BHU,,
4494,Balochistan,4,Sibi,4531,Lehri,453001,Kat Bar Sharif,453116,CD,,
4493,Balochistan,4,Sibi,4531,Lehri,453001,Tunnia,453094,BHU,,
4492,Balochistan,4,Sibi,4531,Lehri,453001,Bakhtyar abad,453010,BHU,,
4490,Balochistan,4,Quetta,443,Quetta,443001,PANJPAI,443159,MCH,,
4491,Balochistan,4,Quetta,443,Quetta,443001,MOHAMMAD KHAIL,443512,BHU,,
12303,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Chack Mardan �,351007,BHU,,
4489,Balochistan,4,Quetta,443,Quetta,443001,UMARABAD,443158,BHU,,
4488,Balochistan,4,Quetta,443,Quetta,443001,PANJPAI,443157,RHC,,
4487,Balochistan,4,Quetta,443,Quetta,443001,NASRAN,443156,BHU,,
4486,Balochistan,4,Quetta,443,Quetta,443001,GOVERNOR HOUSE,443147,CD,,
4485,Balochistan,4,Quetta,443,Quetta,443001,KUCHLAK,443133,RHC,,
4483,Balochistan,4,Quetta,443,Quetta,443001,PASHTOON BAGH,443131,BHU,,
4484,Balochistan,4,Quetta,443,Quetta,443001,HIGH COURT,443132,CD,,
4482,Balochistan,4,Quetta,443,Quetta,443001,HAZARGANJI,443130,BHU,,
4481,Balochistan,4,Quetta,443,Quetta,443001,URRAK,443116,BHU,,
4479,Balochistan,4,Quetta,443,Quetta,443001,PASHTOONABAD,443108,CD,,
4480,Balochistan,4,Quetta,443,Quetta,443001,PROVINCIAL ASSEMBLY,443110,CD,,
4478,Balochistan,4,Quetta,443,Quetta,443001,WAHDAT COLONY,443100,BHU,,
4476,Balochistan,4,Quetta,443,Quetta,443001,SORRENG COAL MINES,443096,RHC,,
4477,Balochistan,4,Quetta,443,Quetta,443001,QAMBRANI,443098,MCH,,
4475,Balochistan,4,Quetta,443,Quetta,443001,KASI ROAD,443086,MCH,,
4473,Balochistan,4,Quetta,443,Quetta,443001,HANA,443084,MCH,,
4474,Balochistan,4,Quetta,443,Quetta,443001,JAIL HUDA,443085,MCH,,
4472,Balochistan,4,Quetta,443,Quetta,443001,GWALMANDI,443083,MCH,,
4470,Balochistan,4,Quetta,443,Quetta,443001,POLICE LINE,443077,BHU,,
4471,Balochistan,4,Quetta,443,Quetta,443001,BEHRAM SAMALANI,443081,MCH,,
4469,Balochistan,4,Quetta,443,Quetta,443001,SAMMALI,443051,BHU,,
4467,Balochistan,4,Quetta,443,Quetta,443001,KILLI ALAMO,443047,CD,,
4468,Balochistan,4,Quetta,443,Quetta,443001,KILLI SABZAL,443049,BHU,,
4466,Balochistan,4,Quetta,443,Quetta,443001,HANNA,443045,CD,,
4465,Balochistan,4,Quetta,443,Quetta,443001,GOHAR ABAD,443044,CD,,
4464,Balochistan,4,Quetta,443,Quetta,443001,BAROZAI,443043,CD,,
4463,Balochistan,4,Quetta,443,Quetta,443001,VILLAGE AID,443041,BHU,,
4462,Balochistan,4,Quetta,443,Quetta,443001,DIGARI,443040,BHU,,
4461,Balochistan,4,Quetta,443,Quetta,443001,SRJR COLONY,443039,BHU,,
4460,Balochistan,4,Quetta,443,Quetta,443001,SHADINZAI,443038,BHU,,
4459,Balochistan,4,Quetta,443,Quetta,443001,SARAGHARGI,443037,BHU,,
4458,Balochistan,4,Quetta,443,Quetta,443001,SAMUNGLI,443036,BHU,,
4457,Balochistan,4,Quetta,443,Quetta,443001,REGI NASRAN,443035,BHU,,
4455,Balochistan,4,Quetta,443,Quetta,443001,OLD MARIABAD,443033,BHU,,
4456,Balochistan,4,Quetta,443,Quetta,443001,OLD PASHTOONABAD,443034,BHU,,
4454,Balochistan,4,Quetta,443,Quetta,443001,NOHSAR,443032,BHU,,
4453,Balochistan,4,Quetta,443,Quetta,443001,NEW MARRIABAD,443031,BHU,,
4452,Balochistan,4,Quetta,443,Quetta,443001,KILLI TIRKHA,443030,BHU,,
4451,Balochistan,4,Quetta,443,Quetta,443001,ZARKHOO,443029,BHU,,
4449,Balochistan,4,Quetta,443,Quetta,443001,AHMED KHAN ZAI,443027,BHU,,
4450,Balochistan,4,Quetta,443,Quetta,443001,KILLI KABIR,443028,BHU,,
4448,Balochistan,4,Quetta,443,Quetta,443001,KILLI KHALI,443026,BHU,,
4447,Balochistan,4,Quetta,443,Quetta,443001,KACHI BAIG,443024,BHU,,
4446,Balochistan,4,Quetta,443,Quetta,443001,HUDDA,443023,BHU,,
4445,Balochistan,4,Quetta,443,Quetta,443001,HAZARA TOWN,443022,MCH,,
4444,Balochistan,4,Quetta,443,Quetta,443001,HANNA,443021,BHU,,
4443,Balochistan,4,Quetta,443,Quetta,443001,GOR COLONY,443020,BHU,,
4442,Balochistan,4,Quetta,443,Quetta,443001,NEW PASHTOONABAD,443019,BHU,,
4440,Balochistan,4,Quetta,443,Quetta,443001,BMC COMPLEX,443017,BHU,,
4441,Balochistan,4,Quetta,443,Quetta,443001,CIVIL SECRETARIATE,443018,BHU,,
4439,Balochistan,4,Quetta,443,Quetta,443001,BALILI,443016,BHU,,
4438,Balochistan,4,Quetta,443,Quetta,443001,KILLI SHAIKHAN,443004,BHU,,
4437,Balochistan,4,PISHIN,442,PISHIN,0,pishin,442139,,,
4435,Balochistan,4,PISHIN,442,PISHIN,0,saranan,442100,RHC,,
4436,Balochistan,4,PISHIN,442,PISHIN,0,school health pishin,442155,,,
4433,Balochistan,4,PISHIN,442,khanozai,0, khanozai ,442046,THQ,,
4434,Balochistan,4,PISHIN,442,khanozai,0, umarabad ,442075,RHC,,
4432,Balochistan,4,PISHIN,442,PISHIN,0, karbala ,442080,RHC,,
4431,Balochistan,4,PISHIN,442,PISHIN,0, gangal zai ,442072,RHC,,
4429,Balochistan,4,PISHIN,442,barshore,0, barshoor  ,442071,RHC,,
4430,Balochistan,4,PISHIN,442,khanozai,0, bostan ,442137,RHC,,
4427,Balochistan,4,PISHIN,442,PISHIN,0, mobile dispensary pishin ,442138,,,
4428,Balochistan,4,PISHIN,442,PISHIN,0, alizai  ,442118,RHC,,
4426,Balochistan,4,PISHIN,442,PISHIN,0, MCH Cetntre rod malazai ,442069,BHU RODmullazai,,
4424,Balochistan,4,PISHIN,442,PISHIN,0, mch c bostan ,442102,RHC Bostan,,
4425,Balochistan,4,PISHIN,442,PISHIN,0, mch c khanozai ,442067,THQ Khanozai,,
4423,Balochistan,4,PISHIN,442,PISHIN,0, mch c barshore ,442066,RHC Barshor,,
4421,Balochistan,4,PISHIN,442,PISHIN,0, DHQ Hospital ,442064,DHQ,,
4422,Balochistan,4,PISHIN,442,PISHIN,0, leprosy clinic  ,442147,DHQ,,
4420,Balochistan,4,PISHIN,442,PISHIN,0, pir ismaeel  ,442156,CD,,
4418,Balochistan,4,PISHIN,442,PISHIN,0, sckro agha ,442045,CD,,
4419,Balochistan,4,PISHIN,442,PISHIN,0, toora shsh ,442057,CD,,
4417,Balochistan,4,PISHIN,442,PISHIN,0, sanzala ,442040,CD,,
4416,Balochistan,4,PISHIN,442,PISHIN,0, samlzai ,442055,CD,,
4415,Balochistan,4,PISHIN,442,PISHIN,0, samazai ,442094,CD,,
4414,Balochistan,4,PISHIN,442,PISHIN,0, sabora ,442054,CD,,
4412,Balochistan,4,PISHIN,442,PISHIN,0, marseena  ,442049,CD,,
4413,Balochistan,4,PISHIN,442,khanozai,0, pak ralway bostan ,442058,CD,,
4410,Balochistan,4,PISHIN,442,barshore,0, kala bagh barshoor ,442120,CD,,
4411,Balochistan,4,PISHIN,442,barshore,0, kata bagh ,442014,CD,,
4409,Balochistan,4,PISHIN,442,PISHIN,0, ismail zai ,442091,CD,,
4407,Balochistan,4,PISHIN,442,PISHIN,0, churmian ,442041,CD,,
4408,Balochistan,4,PISHIN,442,PISHIN,0, ghaiz ,442043,CD,,
4406,Balochistan,4,PISHIN,442,barshore,0,sheshan kam,442140,BHU,,
4405,Balochistan,4,PISHIN,442,PISHIN,0,dab khanzai,442152,BHU,,
4404,Balochistan,4,PISHIN,442,PISHIN,0,balwaori,442150,BHU,,
4403,Balochistan,4,PISHIN,442,barshore,0,sar khanzai,442149,BHU,,
4402,Balochistan,4,PISHIN,442,PISHIN,0,mulla agbarg,442148,BHU,,
4400,Balochistan,4,PISHIN,442,barshore,0,walma,442037,BHU,,
4401,Balochistan,4,PISHIN,442,khanozai,0,yousaf kach,442123,BHU,,
4398,Balochistan,4,PISHIN,442,barshore,0,tora ghara,442036,BHU,,
4399,Balochistan,4,PISHIN,442,barshore,0,walang haqdad,442038,BHU,,
4397,Balochistan,4,PISHIN,442,khanozai,0,tora agheragai,442035,BHU,,
4395,Balochistan,4,PISHIN,442,PISHIN,0,shakerzai,442032,BHU,,
4396,Balochistan,4,PISHIN,442,barshore,0,sheshan kam,442033,BHU,,
4393,Balochistan,4,PISHIN,442,PISHIN,0,shadeazai,442029,BHU,,
4394,Balochistan,4,PISHIN,442,barshore,0,shahee,442030,BHU,,
4392,Balochistan,4,PISHIN,442,PISHIN,0,rodh mullazai,442020,BHU,,
4390,Balochistan,4,PISHIN,442,khanozai,0,mughtian,442098,BHU,,
4391,Balochistan,4,PISHIN,442,khanozai,0,niganda,442026,BHU,,
4389,Balochistan,4,PISHIN,442,PISHIN,0,manzari,442124,BHU,,
4388,Balochistan,4,PISHIN,442,PISHIN,0,manzaki,442024,BHU,,
4387,Balochistan,4,PISHIN,442,barshore,0,mandozai,442023,BHU,,
4385,Balochistan,4,PISHIN,442,PISHIN,0,killi malazai,442051,BHU,,
4386,Balochistan,4,PISHIN,442,PISHIN,0,malakyar,442077,BHU,,
4383,Balochistan,4,PISHIN,442,PISHIN,0,killi battezai,442006,BHU,,
4384,Balochistan,4,PISHIN,442,bashore,0,killa haji khan,442121,BHU,,
4382,Balochistan,4,PISHIN,442,PISHIN,0,kach hassnzai,442013,BHU,,
4381,Balochistan,4,PISHIN,442,PISHIN,0,huramzai,442010,BHU,,
4380,Balochistan,4,PISHIN,442,PISHIN,0,haikalzai,442003,BHU,,
4379,Balochistan,4,PISHIN,442,PISHIN,0,hajizai bala,442009,BHU,,
4378,Balochistan,4,PISHIN,442,PISHIN,0,chur badazai,442007,BHU,,
4376,Balochistan,4,PISHIN,442,barshore,0,bagh barshoor,442113,BHU,,
4377,Balochistan,4,PISHIN,442,khanozai,0,balozai,442005,BHU,,
4375,Balochistan,4,PISHIN,442,PISHIN,0,KAREZAT,442151,BHU,,
4374,Balochistan,4,PISHIN,442,PISHIN,0,killi sahib khan,442110,health auxiliary,,
4372,Balochistan,4,PISHIN,442,PISHIN,0,dilosra,442106,health auxiliary,,
4373,Balochistan,4,PISHIN,442,PISHIN,0,khanai baba,442109,health auxiliary,,
4370,Balochistan,4,PISHIN,442,PISHIN,0,EDOH office,442002,Adiminstartive unit,,
4371,Balochistan,4,PISHIN,442,PISHIN,0,bala khanozai,442112,health auxiliary,,
4369,Balochistan,4,Nasirabad ,34,Tamboo,43404,MCHCentre Noor M Mengal,434036,MCH,,
4368,Balochistan,4,Nasirabad ,34,Tamboo,43404,CD RD 75 Magsi Shakh,434019,CD,,
4366,Balochistan,4,Nasirabad ,34,Tamboo,43404,CD Qadir Abad,434017,CD,,
4367,Balochistan,4,Nasirabad ,34,Tamboo,43404,CD RD 40 Magsi Shakh,434018,CD,,
4365,Balochistan,4,Nasirabad ,34,Tamboo,43404,CDKhrose Wah,434015,CD,,
4364,Balochistan,4,Nasirabad ,34,Tamboo,43404,BHUBehram khan Buladi,434048,BHU,,
4362,Balochistan,4,Nasirabad ,34,Tamboo,43404,BHUTamboo,434013,BHU,,
4363,Balochistan,4,Nasirabad ,34,Tamboo,43404,BHU MSadique Umrani,434043,BHU,,
4361,Balochistan,4,Nasirabad ,34,Tamboo,43404,BHURD 50 Magsi Shakh,434034,BHU,,
4360,Balochistan,4,Nasirabad ,34,Tamboo,43404,BHUNew Mir Wah,434035,BHU,,
4358,Balochistan,4,Nasirabad ,34,Tamboo,43404,RHC Mirwah,434026,RHC,,
4359,Balochistan,4,Nasirabad ,34,Tamboo,43404,BHUAllah Dad Umrani,434008,BHU,,
4357,Balochistan,4,Nasirabad ,34,Manjhoo Shori,43403,RHC  Manjhoo Shori,434010,RHC,,
4356,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,EDOH office Nasirabad,434003,EDOH,,
4355,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,School Health Services,434023,SHS,,
4354,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,HAuxilary Basheer Ahmed,434049,HA,,
4353,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,MCHCentre DMJ,434025,MCH,,
4352,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,BHU Nuttal,434044,BHU,,
4351,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,BHUHaji Dildar Umrani,434046,BHU,,
4350,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,BHU Sabiz ali Umrani,434005,BHU,,
4349,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,BHU Mengal Kot,434032,BHU,,
4348,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,BHUAhmed shaheed,434039,BHU,,
4346,Balochistan,4,Nasirabad ,34,Chatter,43401,MCH Abdul Hameed,434040,MCH,,
4347,Balochistan,4,Nasirabad ,34,Dera Murad jamali,43402,DHQ Dmjamali,434024,District Head Quarter ,,
4345,Balochistan,4,Nasirabad ,34,Chatter,43401,CDShori Drabhi,434020,CD,,
4344,Balochistan,4,Nasirabad ,34,Chatter,43401,CD Phulaji,434016,CD,,
4342,Balochistan,4,Nasirabad ,34,Chatter,43401,CD Wahid Bux Khoso,434029,CD,,
4343,Balochistan,4,Nasirabad ,34,Chatter,43401,CDKorar,434037,CD,,
4341,Balochistan,4,Nasirabad ,34,Chatter,43401,CDAllah Waraya Shar,434028,CD,,
4340,Balochistan,4,Nasirabad ,34,Chatter,43401,BHU Shah Pur,434012,BHU,,
4339,Balochistan,4,Nasirabad ,34,Chatter,43401,BHU Mir Hassan,434033,BHU,,
4337,Balochistan,4,Nasirabad ,34,Chatter,43401,BHUAbdul Hameed ,434004,BHU,,
4338,Balochistan,4,Nasirabad ,34,Chatter,43401,BHUDoula Ghari,434009,BHU,,
4336,Balochistan,4,Nasirabad ,34,Chatter,43401,RHC Chatter,434007,RHC,,
4335,Balochistan,4,Loralai,463,Bori,46301,PUBLIC HEALTH SCHOOL LORALAI,463130,PHS,,
4333,Balochistan,4,Loralai,463,Bori,46301,TB CLINIC,461018,TBC,,
4334,Balochistan,4,Loralai,463,Bori,46301,NURSING SHCOOL LORALAI,463129,NS,,
4332,Balochistan,4,Loralai,463,DUKI,46302,ISMAIL SHEAR,463064,RHC,,
4331,Balochistan,4,Loralai,463,Mekhtar,46301,MEKHTAR,463036,RHC,,
4329,Balochistan,4,Loralai,463,DUKI,46302,MCH CENTRE DUKI VIALA,463063,MCH,,
4330,Balochistan,4,Loralai,463,Bori,46301,MOBILE DISPENSARY,463164,MD,,
4328,Balochistan,4,Loralai,463,DUKI,46302,MCH CENTRE DUKI,463060,MCH,,
4327,Balochistan,4,Loralai,463,Mekhtar,46301,MCH CENTRE MEKHTAR,463061,MCH,,
4326,Balochistan,4,Loralai,463,Bori,46301,  CENTRE LORALAI,463059,MCH,,
4324,Balochistan,4,Loralai,463,DUKI,46302,CIVIL HOSPITAL DUKI,463058,THQ,,
4325,Balochistan,4,Loralai,463,Bori,46301,LEPROSY CLINIC LORALAI,463127,LC,,
4323,Balochistan,4,Loralai,463,Bori,46301,DHQ HOSPITAL LORALAI,463004,DHQ,,
4322,Balochistan,4,Loralai,463,DUKI,46302, YARU SHEHR,463126,CD,,
4320,Balochistan,4,Loralai,463,DUKI,46302, TALAO BULANDA,463027,CD,,
4321,Balochistan,4,Loralai,463,DUKI,46302, UMER BABOGAN,463095,CD,,
4319,Balochistan,4,Loralai,463,DUKI,46302, TALAO BAZAWAR,463033,CD,,
4318,Balochistan,4,Loralai,463,DUKI,46302, SAGAR BABOGAN,463086,CD,,
4316,Balochistan,4,Loralai,463,DUKI,46302, MUZA NIMKI,463110,CD,,
4317,Balochistan,4,Loralai,463,DUKI,46302, NIZAM MACHLI,463085,CD,,
4315,Balochistan,4,Loralai,463,DUKI,46302, MATAWARKH,463094,CD,,
4314,Balochistan,4,Loralai,463,DUKI,46302, MANZAKI,463093,CD,,
4313,Balochistan,4,Loralai,463,DUKI,46302, MANZAI,463031,CD,,
4312,Balochistan,4,Loralai,463,DUKI,46302, MAHROOF ZAI,463125,CD,,
4311,Balochistan,4,Loralai,463,DUKI,46302, LANDI MIR KHAN,463047,CD,,
4310,Balochistan,4,Loralai,463,DUKI,46302, KURSHID DIWANA,463057,CD,,
4309,Balochistan,4,Loralai,463,DUKI,46302, KOOCHI NANASHIB,463096,CD,,
4308,Balochistan,4,Loralai,463,DUKI,46302, KILLI SHAH WALI,463101,CD,,
4307,Balochistan,4,Loralai,463,DUKI,46302, KHALA SHEAR,463041,CD,,
4305,Balochistan,4,Loralai,463,DUKI,46302, JANAN LUNI,463091,CD,,
4306,Balochistan,4,Loralai,463,DUKI,46302, JANGAL ARAZAQ,463090,CD,,
4304,Balochistan,4,Loralai,463,DUKI,46302, HYDER KHAN SANGHORI,463152,CD,,
4303,Balochistan,4,Loralai,463,DUKI,46302, HOSRHI,463034,CD,,
4302,Balochistan,4,Loralai,463,DUKI,46302, HAZAR SHEAR,463039,CD,,
4301,Balochistan,4,Loralai,463,DUKI,46302, GAZ NOORULLAH,463042,CD,,
4300,Balochistan,4,Loralai,463,DUKI,46302, CHUTIALY SHRIF,463038,CD,,
4299,Balochistan,4,Loralai,463,DUKI,46302, BANI KOT KILLI JAMAL,463154,CD,,
4298,Balochistan,4,Loralai,463,DUKI,46302, BANHAR,463037,CD,,
4297,Balochistan,4,Loralai,463,DUKI,46302, ASLAM BANHAR,463092,CD,,
4296,Balochistan,4,Loralai,463,Mekhtar,46301, ZARHA NALA BAGIZAI,463104,CD,,
4295,Balochistan,4,Loralai,463,Mekhtar,46301, ZARA NALA,463045,CD,,
4294,Balochistan,4,Loralai,463,Bori,46301, WEHAR,463032,CD,,
4293,Balochistan,4,Loralai,463,Bori,46301, SUR GHUND,463049,CD,,
4291,Balochistan,4,Loralai,463,Bori,46301, SAGHARI,463053,CD,,
4292,Balochistan,4,Loralai,463,Bori,46301, SHABOOZAI MALIK RAHIM,463107,CD,,
4290,Balochistan,4,Loralai,463,Bori,46301, REHMAN KACH SHABBO ZAI,463013,CD,,
4289,Balochistan,4,Loralai,463,Bori,46301, MERA TANGI,463040,CD,,
4288,Balochistan,4,Loralai,463,Bori,46301, MEKHTER WAL,463103,CD,,
4287,Balochistan,4,Loralai,463,Mekhtar,46301, MAHIWAL,463044,CD,,
4286,Balochistan,4,Loralai,463,Mekhtar,46301, KURM BARAD,463052,CD,,
4285,Balochistan,4,Loralai,463,Bori,46301, JAIL LORALAI,463048,CD,,
4284,Balochistan,4,Loralai,463,Bori,46301, DURGAI SARGERA,463035,CD,,
4283,Balochistan,4,Loralai,463,Bori,46301, DARGI WATH,463108,CD,,
4282,Balochistan,4,Loralai,463,Bori,46301,CDCHINA ALIZAI,463097,CD,,
4281,Balochistan,4,Loralai,463,Bori,46301, BORI VIALA,463050,CD,,
4280,Balochistan,4,Loralai,463,Bori,46301, BARNEEMA MALIK SAFFAR,463081,CD,,
4279,Balochistan,4,Loralai,463,Bori,46301, BARNEEMA JANAN,463018,CD,,
4278,Balochistan,4,Loralai,463,Bori,46301, BAHRWAL,463087,CD,,
4277,Balochistan,4,Loralai,463,Mekhtar,46301, AMIR MOHAMMAD CHAMAZAI,463155,CD,,
4276,Balochistan,4,Loralai,463,Mekhtar,46301, ADAG,463051,CD,,
4275,Balochistan,4,Loralai,463,DUKI,46302, WAHVI,463016,BHU,,
4274,Balochistan,4,Loralai,463,DUKI,46302, TAJAN,463162,BHU,,
4273,Balochistan,4,Loralai,463,DUKI,46302, SADOO CHENA KBAHADUR KHAN,463019,BHU,,
4272,Balochistan,4,Loralai,463,DUKI,46302, NIMKI ALLAHABAD,463030,BHU,,
4270,Balochistan,4,Loralai,463,DUKI,46302, MULA SHAHOO,463006,BHU,,
4271,Balochistan,4,Loralai,463,DUKI,46302, NASAR ABAD DUKI,463024,BHU,,
4269,Balochistan,4,Loralai,463,DUKI,46302, MARJAN ZAI,463011,BHU,,
4268,Balochistan,4,Loralai,463,DUKI,46302, KILLI MUSA JAN,463109,BHU,,
4267,Balochistan,4,Loralai,463,DUKI,46302,Fateh Mohammad Talao,463020,BHU,,
4266,Balochistan,4,Loralai,463,DUKI,46302, KHAIDER KHAN LUNI,463084,BHU,,
4265,Balochistan,4,Loralai,463,DUKI,46302, JANGLE SARDAR LUNI,463025,BHU,,
4264,Balochistan,4,Loralai,463,DUKI,46302, EISA ZAI,463021,BHU,,
4262,Balochistan,4,Loralai,463,DUKI,46302, BUGAT,463023,BHU,,
4263,Balochistan,4,Loralai,463,DUKI,46302, DADMAH,463153,BHU,,
4260,Balochistan,4,Loralai,463,DUKI,46302, BAHADUR KHAN,463161,BHU,,
4261,Balochistan,4,Loralai,463,DUKI,46302, BANI KOT ZAKI,463017,BHU,,
4258,Balochistan,4,Loralai,463,Mekhtar,46301, SHABAN DODA,463156,BHU,,
4259,Balochistan,4,Loralai,463,Mekhtar,46301, TOOR THANA,463010,BHU,,
4256,Balochistan,4,Loralai,463,Bori,46301, PONGA,463015,BHU,,
4257,Balochistan,4,Loralai,463,Bori,46301, SARMALAK,463158,BHU,,
4255,Balochistan,4,Loralai,463,Bori,46301, NASARABAD,463102,BHU,,
4254,Balochistan,4,Loralai,463,Bori,46301, KILLI MAHOL,463157,BHU,,
4252,Balochistan,4,Loralai,463,Bori,46301, KASSAI,463160,BHU,,
4253,Balochistan,4,Loralai,463,Bori,46301, KATVI NASARABAD,463124,BHU,,
4251,Balochistan,4,Loralai,463,Bori,46301, KACH AMAKZAI,463009,BHU,,
4249,Balochistan,4,Loralai,463,Bori,46301, CHINJAN,463159,CD,,
4250,Balochistan,4,Loralai,463,Mekhtar,46301, DURGAI SHIPALO,463046,BHU,,
4248,Balochistan,4,Loralai,463,Mekhtar,46301, BARAD KACH,463012,BHU,,
4247,Balochistan,4,Lasbela,414,Uthal,414005, wayaro,414074,SHC,,
4246,Balochistan,4,Lasbela,414,Uthal,414005,Bhambari,414101,CD,,
4244,Balochistan,4,Lasbela,414,Uthal,414005,Ahora,414054,CD,,
4245,Balochistan,4,Lasbela,414,Uthal,414005, Chilanwari,414088,CD,,
4242,Balochistan,4,Lasbela,414,Uthal,414005, Sukkan,414120,BHU,,
4243,Balochistan,4,Lasbela,414,Uthal,414005,Deerja,414121,BHU,,
4241,Balochistan,4,Lasbela,414,Uthal,414005, Gachari,414012,BHU,,
4239,Balochistan,4,Lasbela,414,Uthal,414005,DHQ Uthal,414065,DHQ,,
4240,Balochistan,4,Lasbela,414,Uthal,414005,  Uthal,414097,MCH,,
4238,Balochistan,4,Lasbela,414,Uthal,414005, Fida Hussain Shah,414013,CD,,
4237,Balochistan,4,Lasbela,414,Uthal,414005, Bohar,414087,CD,,
4236,Balochistan,4,Lasbela,414,Uthal,414005, Wassara Landhi,414019,CD,,
4235,Balochistan,4,Lasbela,414,Uthal,414005, Sand,414041,BHU,,
4234,Balochistan,4,Lasbela,414,Sommiani,414004, Winder,414046,RHC,,
4233,Balochistan,4,Lasbela,414,Sommiani,414004, Zaman Goth,414018,BHU,,
4232,Balochistan,4,Lasbela,414,Sommiani,414004,MCH Center Sonmiani,414068,MCH,,
4231,Balochistan,4,Lasbela,414,Sommiani,414004,KhurKara,414091,CD,,
4230,Balochistan,4,Lasbela,414,Sommiani,414004,Sonmiani,414061,CD,,
4229,Balochistan,4,Lasbela,414,Sommiani,414004, Naka kharari,414060,CD,,
4228,Balochistan,4,Lasbela,414,Sommiani,414004, Mithari,414033,BHU,,
4227,Balochistan,4,Lasbela,414,Sommiani,414004,Kuch Kararo,414021,BHU,,
4226,Balochistan,4,Lasbela,414,Sommiani,414004, Dam,414007,BHU,,
4225,Balochistan,4,Lasbela,414,Sommiani,414004, Bhira,414006,BHU,,
4224,Balochistan,4,Lasbela,414,Lakhara,414006, Goth Ramzan,414052,CD,,
4223,Balochistan,4,Lasbela,414,Lakhara,414006, Oraki,414042,BHU,,
4222,Balochistan,4,Lasbela,414,Lakhara,414006,Mangia,414030,BHU,,
4221,Balochistan,4,Lasbela,414,Lakhara,414006,Soorabi,414062,CD,,
4220,Balochistan,4,Lasbela,414,Lakhara,414006, phore II,414045,BHU,,
4218,Balochistan,4,Lasbela,414,Lakhara,414006,Liari,414024,BHU,,
4219,Balochistan,4,Lasbela,414,Lakhara,414006, Phore  I,414038,BHU,,
